Pertanyaan,Jawaban
"Dimana lokasi TENSINDO KREASI NUSANTARA?","TENSINDO KREASI NUSANTARA berlokasi di Jawa Barat West Java."
"Cari vendor TENSINDO KREASI NUSANTARA","TENSINDO KREASI NUSANTARA adalah vendor dengan status Unverified, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Kode SBU: BS002."
"Berikan informasi lengkap tentang TENSINDO KREASI NUSANTARA","TENSINDO KREASI NUSANTARA adalah vendor dengan status Unverified, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Kode SBU: BS002."
"Siapa SINAR SELATAN BANTEN?","SINAR SELATAN BANTEN adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur East Java. Kode SBU: BG006."
"Apa status rekanan SINAR SELATAN BANTEN?","SINAR SELATAN BANTEN memiliki status rekanan Unverified."
"Apa bidang usaha SINAR SELATAN BANTEN?","SINAR SELATAN BANTEN bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi SINAR SELATAN BANTEN?","SINAR SELATAN BANTEN berlokasi di Jawa Timur East Java."
"Cari vendor SINAR SELATAN BANTEN","SINAR SELATAN BANTEN adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur East Java. Kode SBU: BG006."
"Berikan informasi lengkap tentang SINAR SELATAN BANTEN","SINAR SELATAN BANTEN adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Timur East Java. Kode SBU: BG006."
"Siapa ADITYA ENGINEERING CONSULTANT?","ADITYA ENGINEERING CONSULTANT adalah vendor dengan status Rekanan Terdaftar, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta Jakarta. Industry: KONSULTAN HUKUM. Kode SBU: RK002."
"Apa status rekanan ADITYA ENGINEERING CONSULTANT?","ADITYA ENGINEERING CONSULTANT memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha ADITYA ENGINEERING CONSULTANT?","ADITYA ENGINEERING CONSULTANT bergerak di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi."
"Dimana lokasi ADITYA ENGINEERING CONSULTANT?","ADITYA ENGINEERING CONSULTANT berlokasi di DKI Jakarta Jakarta."
"Apa industry key ADITYA ENGINEERING CONSULTANT?","ADITYA ENGINEERING CONSULTANT memiliki industry key: KONSULTAN HUKUM."
"Cari vendor ADITYA ENGINEERING CONSULTANT","ADITYA ENGINEERING CONSULTANT adalah vendor dengan status Rekanan Terdaftar, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta Jakarta. Industry: KONSULTAN HUKUM. Kode SBU: RK002."
"Berikan informasi lengkap tentang ADITYA ENGINEERING CONSULTANT","ADITYA ENGINEERING CONSULTANT adalah vendor dengan status Rekanan Terdaftar, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta Jakarta. Industry: KONSULTAN HUKUM. Kode SBU: RK002."
"Siapa STANDARD PILE?","STANDARD PILE adalah vendor dengan status Rekanan Terdaftar, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Status CQSMS: Supplier : 65 High Risk (Version 3). Industry: PRECAST SALURAN , KANSTIN , BARRIER & KOLOM PRAKTIS, SUPPLIER. Kode SBU: KK001."
"Apa status rekanan STANDARD PILE?","STANDARD PILE memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha STANDARD PILE?","STANDARD PILE bergerak di bidang Supplier Menengah."
"Dimana lokasi STANDARD PILE?","STANDARD PILE berlokasi di Jawa Barat West Java."
"Apa status CQSMS STANDARD PILE?","STANDARD PILE memiliki status CQSMS: Supplier : 65 High Risk (Version 3)."
"Apa industry key STANDARD PILE?","STANDARD PILE memiliki industry key: PRECAST SALURAN , KANSTIN , BARRIER & KOLOM PRAKTIS, SUPPLIER."
"Cari vendor STANDARD PILE","STANDARD PILE adalah vendor dengan status Rekanan Terdaftar, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Status CQSMS: Supplier : 65 High Risk (Version 3). Industry: PRECAST SALURAN , KANSTIN , BARRIER & KOLOM PRAKTIS, SUPPLIER. Kode SBU: KK001."
"Berikan informasi lengkap tentang STANDARD PILE","STANDARD PILE adalah vendor dengan status Rekanan Terdaftar, di bidang Supplier Menengah, berlokasi di Jawa Barat West Java. Status CQSMS: Supplier : 65 High Risk (Version 3). Industry: PRECAST SALURAN , KANSTIN , BARRIER & KOLOM PRAKTIS, SUPPLIER. Kode SBU: KK001."
"Siapa NURSEJATI ANDHIKA?","NURSEJATI ANDHIKA adalah vendor dengan status Rekanan Terdaftar, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sub Kontraktor : 94 High Risk (Version 3). Industry: JASA ARSITEKTUR LAINNYA, SUBKON ;. Kode SBU: IN004."
"Apa status rekanan NURSEJATI ANDHIKA?","NURSEJATI ANDHIKA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha NURSEJATI ANDHIKA?","NURSEJATI ANDHIKA bergerak di bidang Konsultan Konstruksi."
"Dimana lokasi NURSEJATI ANDHIKA?","NURSEJATI ANDHIKA berlokasi di DKI Jakarta Jakarta."
"Apa status CQSMS NURSEJATI ANDHIKA?","NURSEJATI ANDHIKA memiliki status CQSMS: Sub Kontraktor : 94 High Risk (Version 3)."
"Apa industry key NURSEJATI ANDHIKA?","NURSEJATI ANDHIKA memiliki industry key: JASA ARSITEKTUR LAINNYA, SUBKON ;."
"Cari vendor NURSEJATI ANDHIKA","NURSEJATI ANDHIKA adalah vendor dengan status Rekanan Terdaftar, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sub Kontraktor : 94 High Risk (Version 3). Industry: JASA ARSITEKTUR LAINNYA, SUBKON ;. Kode SBU: IN004."
"Berikan informasi lengkap tentang NURSEJATI ANDHIKA","NURSEJATI ANDHIKA adalah vendor dengan status Rekanan Terdaftar, di bidang Konsultan Konstruksi, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Sub Kontraktor : 94 High Risk (Version 3). Industry: JASA ARSITEKTUR LAINNYA, SUBKON ;. Kode SBU: IN004."
"Siapa CAHAYA FAJAR UTAMA?","CAHAYA FAJAR UTAMA adalah vendor dengan status Rekanan Terdaftar, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Jawa Barat West Java. Industry: ELECTRICAL PANELS ( HV , MV , LV ), SUPPLIER. Kode SBU: BS004."
"Apa status rekanan CAHAYA FAJAR UTAMA?","CAHAYA FAJAR UTAMA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha CAHAYA FAJAR UTAMA?","CAHAYA FAJAR UTAMA bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi)."
"Dimana lokasi CAHAYA FAJAR UTAMA?","CAHAYA FAJAR UTAMA berlokasi di Jawa Barat West Java."
"Apa industry key CAHAYA FAJAR UTAMA?","CAHAYA FAJAR UTAMA memiliki industry key: ELECTRICAL PANELS ( HV , MV , LV ), SUPPLIER."
"Cari vendor CAHAYA FAJAR UTAMA","CAHAYA FAJAR UTAMA adalah vendor dengan status Rekanan Terdaftar, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Jawa Barat West Java. Industry: ELECTRICAL PANELS ( HV , MV , LV ), SUPPLIER. Kode SBU: BS004."
"Berikan informasi lengkap tentang CAHAYA FAJAR UTAMA","CAHAYA FAJAR UTAMA adalah vendor dengan status Rekanan Terdaftar, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Jawa Barat West Java. Industry: ELECTRICAL PANELS ( HV , MV , LV ), SUPPLIER. Kode SBU: BS004."
"Siapa KARYA SENTOSA?","KARYA SENTOSA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah,, berlokasi di DKI Jakarta Jakarta. Industry: PENYEDIA JASA K3 / SAFETY, SUBKON. Kode SBU: BS001."
"Apa status rekanan KARYA SENTOSA?","KARYA SENTOSA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha KARYA SENTOSA?","KARYA SENTOSA bergerak di bidang Sub Kontraktor Kecil dan Menengah,."
"Dimana lokasi KARYA SENTOSA?","KARYA SENTOSA berlokasi di DKI Jakarta Jakarta."
"Apa industry key KARYA SENTOSA?","KARYA SENTOSA memiliki industry key: PENYEDIA JASA K3 / SAFETY, SUBKON."
"Cari vendor KARYA SENTOSA","KARYA SENTOSA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah,, berlokasi di DKI Jakarta Jakarta. Industry: PENYEDIA JASA K3 / SAFETY, SUBKON. Kode SBU: BS001."
"Berikan informasi lengkap tentang KARYA SENTOSA","KARYA SENTOSA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah,, berlokasi di DKI Jakarta Jakarta. Industry: PENYEDIA JASA K3 / SAFETY, SUBKON. Kode SBU: BS001."
"Siapa VSL JAYA INDONESIA?","VSL JAYA INDONESIA adalah vendor dengan status Rekanan Terseleksi Waskita, di bidang Supplier Besar, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Supplier : 70 High Risk (Version 3). Industry: KAWAT BRONJONG / GABION, SUPPLIER. Kode SBU: KK013."
"Apa status rekanan VSL JAYA INDONESIA?","VSL JAYA INDONESIA memiliki status rekanan Rekanan Terseleksi Waskita."
"Apa bidang usaha VSL JAYA INDONESIA?","VSL JAYA INDONESIA bergerak di bidang Supplier Besar."
"Dimana lokasi VSL JAYA INDONESIA?","VSL JAYA INDONESIA berlokasi di DKI Jakarta Jakarta."
"Apa status CQSMS VSL JAYA INDONESIA?","VSL JAYA INDONESIA memiliki status CQSMS: Supplier : 70 High Risk (Version 3)."
"Apa industry key VSL JAYA INDONESIA?","VSL JAYA INDONESIA memiliki industry key: KAWAT BRONJONG / GABION, SUPPLIER."
"Cari vendor VSL JAYA INDONESIA","VSL JAYA INDONESIA adalah vendor dengan status Rekanan Terseleksi Waskita, di bidang Supplier Besar, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Supplier : 70 High Risk (Version 3). Industry: KAWAT BRONJONG / GABION, SUPPLIER. Kode SBU: KK013."
"Berikan informasi lengkap tentang VSL JAYA INDONESIA","VSL JAYA INDONESIA adalah vendor dengan status Rekanan Terseleksi Waskita, di bidang Supplier Besar, berlokasi di DKI Jakarta Jakarta. Status CQSMS: Supplier : 70 High Risk (Version 3). Industry: KAWAT BRONJONG / GABION, SUPPLIER. Kode SBU: KK013."
"Siapa TIGA SEKAWAN SERASI?","TIGA SEKAWAN SERASI adalah vendor dengan status Unverified, di bidang Sub Kontraktor, berlokasi di DKI Jakarta Jakarta. Kode SBU: BG004."
"Apa status rekanan TIGA SEKAWAN SERASI?","TIGA SEKAWAN SERASI memiliki status rekanan Unverified."
"Apa bidang usaha TIGA SEKAWAN SERASI?","TIGA SEKAWAN SERASI bergerak di bidang Sub Kontraktor."
"Dimana lokasi TIGA SEKAWAN SERASI?","TIGA SEKAWAN SERASI berlokasi di DKI Jakarta Jakarta."
"Cari vendor TIGA SEKAWAN SERASI","TIGA SEKAWAN SERASI adalah vendor dengan status Unverified, di bidang Sub Kontraktor, berlokasi di DKI Jakarta Jakarta. Kode SBU: BG004."
"Berikan informasi lengkap tentang TIGA SEKAWAN SERASI","TIGA SEKAWAN SERASI adalah vendor dengan status Unverified, di bidang Sub Kontraktor, berlokasi di DKI Jakarta Jakarta. Kode SBU: BG004."
"Siapa INDOTAMA SAKTI SEJAHTERA?","INDOTAMA SAKTI SEJAHTERA adalah vendor dengan status Registered, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Jawa Barat West Java. Kode SBU: BG002."
"Apa status rekanan INDOTAMA SAKTI SEJAHTERA?","INDOTAMA SAKTI SEJAHTERA memiliki status rekanan Registered."
"Apa bidang usaha INDOTAMA SAKTI SEJAHTERA?","INDOTAMA SAKTI SEJAHTERA bergerak di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi)."
"Dimana lokasi INDOTAMA SAKTI SEJAHTERA?","INDOTAMA SAKTI SEJAHTERA berlokasi di Jawa Barat West Java."
"Cari vendor INDOTAMA SAKTI SEJAHTERA","INDOTAMA SAKTI SEJAHTERA adalah vendor dengan status Registered, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Jawa Barat West Java. Kode SBU: BG002."
"Berikan informasi lengkap tentang INDOTAMA SAKTI SEJAHTERA","INDOTAMA SAKTI SEJAHTERA adalah vendor dengan status Registered, di bidang Perusahaan Mikro dan Kecil (Supplier dan Non-Konstruksi), berlokasi di Jawa Barat West Java. Kode SBU: BG002."
"Siapa INDAH MEGAH DESAIN?","INDAH MEGAH DESAIN adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Jawa Barat West Java. Kode SBU: BG009."
"Apa status rekanan INDAH MEGAH DESAIN?","INDAH MEGAH DESAIN memiliki status rekanan Registered."
"Apa bidang usaha INDAH MEGAH DESAIN?","INDAH MEGAH DESAIN bergerak di bidang Supplier Menengah,."
"Dimana lokasi INDAH MEGAH DESAIN?","INDAH MEGAH DESAIN berlokasi di Jawa Barat West Java."
"Cari vendor INDAH MEGAH DESAIN","INDAH MEGAH DESAIN adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Jawa Barat West Java. Kode SBU: BG009."
"Berikan informasi lengkap tentang INDAH MEGAH DESAIN","INDAH MEGAH DESAIN adalah vendor dengan status Registered, di bidang Supplier Menengah,, berlokasi di Jawa Barat West Java. Kode SBU: BG009."
"Siapa FASIH PASER BERJAYA?","FASIH PASER BERJAYA adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Lampung Lampung. Industry: ASPHALT, SUPPLIER. Kode SBU: BS001."
"Apa status rekanan FASIH PASER BERJAYA?","FASIH PASER BERJAYA memiliki status rekanan Unverified."
"Apa bidang usaha FASIH PASER BERJAYA?","FASIH PASER BERJAYA bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi FASIH PASER BERJAYA?","FASIH PASER BERJAYA berlokasi di Lampung Lampung."
"Apa industry key FASIH PASER BERJAYA?","FASIH PASER BERJAYA memiliki industry key: ASPHALT, SUPPLIER."
"Cari vendor FASIH PASER BERJAYA","FASIH PASER BERJAYA adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Lampung Lampung. Industry: ASPHALT, SUPPLIER. Kode SBU: BS001."
"Berikan informasi lengkap tentang FASIH PASER BERJAYA","FASIH PASER BERJAYA adalah vendor dengan status Unverified, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Lampung Lampung. Industry: ASPHALT, SUPPLIER. Kode SBU: BS001."
"Siapa DUTA BUANA PERMATA?","DUTA BUANA PERMATA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sumatera Selatan Sou. Status CQSMS: Sub Kontraktor : 56 Low Risk (Version 1). Kode SBU: BG009."
"Apa status rekanan DUTA BUANA PERMATA?","DUTA BUANA PERMATA memiliki status rekanan Rekanan Terdaftar."
"Apa bidang usaha DUTA BUANA PERMATA?","DUTA BUANA PERMATA bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi DUTA BUANA PERMATA?","DUTA BUANA PERMATA berlokasi di Sumatera Selatan Sou."
"Apa status CQSMS DUTA BUANA PERMATA?","DUTA BUANA PERMATA memiliki status CQSMS: Sub Kontraktor : 56 Low Risk (Version 1)."
"Cari vendor DUTA BUANA PERMATA","DUTA BUANA PERMATA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sumatera Selatan Sou. Status CQSMS: Sub Kontraktor : 56 Low Risk (Version 1). Kode SBU: BG009."
"Berikan informasi lengkap tentang DUTA BUANA PERMATA","DUTA BUANA PERMATA adalah vendor dengan status Rekanan Terdaftar, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Sumatera Selatan Sou. Status CQSMS: Sub Kontraktor : 56 Low Risk (Version 1). Kode SBU: BG009."
"Siapa FARAMA MITRA MANDIRI?","FARAMA MITRA MANDIRI adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Sub Kontraktor Besar, berlokasi di Banten. Kode SBU: BG009."
"Apa status rekanan FARAMA MITRA MANDIRI?","FARAMA MITRA MANDIRI memiliki status rekanan Calon Rekanan Waskita Approved Level 1."
"Apa bidang usaha FARAMA MITRA MANDIRI?","FARAMA MITRA MANDIRI bergerak di bidang Sub Kontraktor Besar."
"Dimana lokasi FARAMA MITRA MANDIRI?","FARAMA MITRA MANDIRI berlokasi di Banten."
"Cari vendor FARAMA MITRA MANDIRI","FARAMA MITRA MANDIRI adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Sub Kontraktor Besar, berlokasi di Banten. Kode SBU: BG009."
"Berikan informasi lengkap tentang FARAMA MITRA MANDIRI","FARAMA MITRA MANDIRI adalah vendor dengan status Calon Rekanan Waskita Approved Level 1, di bidang Sub Kontraktor Besar, berlokasi di Banten. Kode SBU: BG009."
"Siapa MEKAR SARI?","MEKAR SARI adalah vendor dengan status Registered, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta Jakarta. Kode SBU: KK001."
"Apa status rekanan MEKAR SARI?","MEKAR SARI memiliki status rekanan Registered."
"Apa bidang usaha MEKAR SARI?","MEKAR SARI bergerak di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi."
"Dimana lokasi MEKAR SARI?","MEKAR SARI berlokasi di DKI Jakarta Jakarta."
"Cari vendor MEKAR SARI","MEKAR SARI adalah vendor dengan status Registered, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta Jakarta. Kode SBU: KK001."
"Berikan informasi lengkap tentang MEKAR SARI","MEKAR SARI adalah vendor dengan status Registered, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di DKI Jakarta Jakarta. Kode SBU: KK001."
"Siapa GENTA MULTI JAYYA?","GENTA MULTI JAYYA adalah vendor dengan status Unverified, di bidang Supplier, berlokasi di Sumatera Barat West. Kode SBU: BG003."
"Apa status rekanan GENTA MULTI JAYYA?","GENTA MULTI JAYYA memiliki status rekanan Unverified."
"Apa bidang usaha GENTA MULTI JAYYA?","GENTA MULTI JAYYA bergerak di bidang Supplier."
"Dimana lokasi GENTA MULTI JAYYA?","GENTA MULTI JAYYA berlokasi di Sumatera Barat West."
"Cari vendor GENTA MULTI JAYYA","GENTA MULTI JAYYA adalah vendor dengan status Unverified, di bidang Supplier, berlokasi di Sumatera Barat West. Kode SBU: BG003."
"Berikan informasi lengkap tentang GENTA MULTI JAYYA","GENTA MULTI JAYYA adalah vendor dengan status Unverified, di bidang Supplier, berlokasi di Sumatera Barat West. Kode SBU: BG003."
"Siapa Panata Bayu Nugraha?","Panata Bayu Nugraha adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Banten. Kode SBU: IN008."
"Apa status rekanan Panata Bayu Nugraha?","Panata Bayu Nugraha memiliki status rekanan Registered."
"Apa bidang usaha Panata Bayu Nugraha?","Panata Bayu Nugraha bergerak di bidang Sub Kontraktor Kecil dan Menengah."
"Dimana lokasi Panata Bayu Nugraha?","Panata Bayu Nugraha berlokasi di Banten."
"Cari vendor Panata Bayu Nugraha","Panata Bayu Nugraha adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Banten. Kode SBU: IN008."
"Berikan informasi lengkap tentang Panata Bayu Nugraha","Panata Bayu Nugraha adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Banten. Kode SBU: IN008."
"Siapa KARYA PRIMA PONDASI?","KARYA PRIMA PONDASI adalah vendor dengan status Registered, di bidang Konsultan Konstruksi, berlokasi di Jawa Timur East Java. Kode SBU: KK001."
"Apa status rekanan KARYA PRIMA PONDASI?","KARYA PRIMA PONDASI memiliki status rekanan Registered."
"Apa bidang usaha KARYA PRIMA PONDASI?","KARYA PRIMA PONDASI bergerak di bidang Konsultan Konstruksi."
"Dimana lokasi KARYA PRIMA PONDASI?","KARYA PRIMA PONDASI berlokasi di Jawa Timur East Java."
"Cari vendor KARYA PRIMA PONDASI","KARYA PRIMA PONDASI adalah vendor dengan status Registered, di bidang Konsultan Konstruksi, berlokasi di Jawa Timur East Java. Kode SBU: KK001."
"Berikan informasi lengkap tentang KARYA PRIMA PONDASI","KARYA PRIMA PONDASI adalah vendor dengan status Registered, di bidang Konsultan Konstruksi, berlokasi di Jawa Timur East Java. Kode SBU: KK001."
"Siapa SUKSES MANDIRI BERKAH?","SUKSES MANDIRI BERKAH adalah vendor dengan status Unverified, di bidang Supplier Besar, berlokasi di Jawa Timur East Java. Kode SBU: BS001."
"Apa status rekanan SUKSES MANDIRI BERKAH?","SUKSES MANDIRI BERKAH memiliki status rekanan Unverified."
"Apa bidang usaha SUKSES MANDIRI BERKAH?","SUKSES MANDIRI BERKAH bergerak di bidang Supplier Besar."
"Dimana lokasi SUKSES MANDIRI BERKAH?","SUKSES MANDIRI BERKAH berlokasi di Jawa Timur East Java."
"Cari vendor SUKSES MANDIRI BERKAH","SUKSES MANDIRI BERKAH adalah vendor dengan status Unverified, di bidang Supplier Besar, berlokasi di Jawa Timur East Java. Kode SBU: BS001."
"Berikan informasi lengkap tentang SUKSES MANDIRI BERKAH","SUKSES MANDIRI BERKAH adalah vendor dengan status Unverified, di bidang Supplier Besar, berlokasi di Jawa Timur East Java. Kode SBU: BS001."
"Siapa SEJAHTERA UTAMA?","SEJAHTERA UTAMA adalah vendor dengan status Unverified, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di Sumatera Selatan Sou. Kode SBU: BS001."
"Apa status rekanan SEJAHTERA UTAMA?","SEJAHTERA UTAMA memiliki status rekanan Unverified."
"Apa bidang usaha SEJAHTERA UTAMA?","SEJAHTERA UTAMA bergerak di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi."
"Dimana lokasi SEJAHTERA UTAMA?","SEJAHTERA UTAMA berlokasi di Sumatera Selatan Sou."
"Cari vendor SEJAHTERA UTAMA","SEJAHTERA UTAMA adalah vendor dengan status Unverified, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di Sumatera Selatan Sou. Kode SBU: BS001."
"Berikan informasi lengkap tentang SEJAHTERA UTAMA","SEJAHTERA UTAMA adalah vendor dengan status Unverified, di bidang Jasa Khusus Menengah dan Besar - Non Konstruksi, berlokasi di Sumatera Selatan Sou. Kode SBU: BS001."
"Siapa Beton Perkasa Wijaksana?","Beton Perkasa Wijaksana adalah vendor dengan status Registered, di bidang Sub Kontraktor Kecil dan Menengah, berlokasi di Jawa Tengah Central. Industry: ELEKTRIKAL, SUBKON. Kode SBU: PL008."
